ncescode,name,type,levelcode,rating,frpl,enrollment,white,black,hispanic,asian,multiracial,native_american,street,city,state,zip,county,fipscounty,lat,lon,districtid,districtname
63697009640,Pinon Hills Elementary School,public,e,3,.60799998,432,.56947601,.0205011,.350797,.02505691,,.0068337098,878 Mono Road,Pinon Hills,CA,,San Bernardino,6071,34.449863,-117.64329,619,Snowline Joint Unified School District
63697010370,Eagle Summit Community Day School,public,"m,h",4,.84200001,54,.52631599,.210526,.210526,,,,3919 Nielson Road,Phelan,CA,,San Bernardino,6071,34.419025,-117.5764,619,Snowline Joint Unified School District
63697011744,Vista Verde Elementary School,public,e,3,.764,811,.141289,.242798,.54321003,.024691351,.030178299,.0041152299,13403 Vista Verde Drive,Victorville,CA,,San Bernardino,6071,34.4953,-117.4027,619,Snowline Joint Unified School District
63697202619,Options For Youth-Victorville Charter School,charter,"m,h",4,.815,,.181621,.111433,.63675803,.01483357,.027496399,.0039797402,15048 Bear Valley Road,Victorville,CA,,San Bernardino,6071,34.471077,-117.33714,623,Victor Valley Union High School District
63697205058,Excelsior Charter School,charter,"m,h",5,.528,1827,.43714601,.083805203,.36410001,.024348831,.064552702,.0096262703,"18422 Bear Valley Road, Building 11",Victorville,CA,,San Bernardino,6071,34.473244,-117.26751,623,Victor Valley Union High School District
63697206461,Silverado High School,public,h,4,.79799998,3853,.111153,.27807099,.54446101,.044084501,.0154484,.0067822202,14048 Cobalt Road,Victorville,CA,,San Bernardino,6071,34.503975,-117.37312,623,Victor Valley Union High School District
63697206778,Goodwill High School,public,h,2,.69199997,441,.083700404,.43612301,.45815,.0088105705,.0132159,,16350 Mojave Drive,Victorville,CA,,San Bernardino,6071,34.514015,-117.36138,623,Victor Valley Union High School District
63697206779,Imogene Garner Hook Junior High School,public,m,2,.88800001,848,.084571399,.31200001,.56685698,.026285689,.0057142898,.0045714299,15000 Hook Boulevard,Victorville,CA,,San Bernardino,6071,34.521404,-117.33678,623,Victor Valley Union High School District
63697206781,Lakeview Middle School,public,m,3,.91100001,897,.172414,.190294,.58876097,.024265639,.0114943,.0127714,12484 Tamarisk Road,Victorville,CA,,San Bernardino,6071,34.478184,-117.27267,623,Victor Valley Union High School District
63697206782,Victor Valley High School,public,h,4,.796,2712,.12984601,.23353601,.59551603,.027090119,.0079402104,.0060719298,16500 Mojave Drive,Victorville,CA,,San Bernardino,6071,34.52906,-117.30387,623,Victor Valley Union High School District
63697207281,Cobalt Institute Of Math And Science Academy,public,"m,h",2,.90799999,608,.13190199,.187117,.599693,.052147251,.018404899,.0092024496,14048 Cobalt Road,Victorville,CA,,San Bernardino,6071,34.500896,-117.37303,623,Victor Valley Union High School District
63697211114,University Preparatory School,public,"m,h",8,.667,1083,.163919,.071428597,.64011002,.11080581,.0064102602,.0073260101,16925 Forrest Street,Victorville,CA,,San Bernardino,6071,34.53199,-117.29535,623,Victor Valley Union High School District
63697212530,Goodwill Success Program,public,"m,h",,,15,,,,,,,16350 Mojave Dr,Victorville,CA,,San Bernardino,6071,34.529007,-117.30843,623,Victor Valley Union High School District
63699002691,Solana Santa Fe Elementary School,public,"e,m",10,.046999998,390,.732467,.0077922102,.145455,.088311702,.025974,,6570 El Apajo,Rancho Santa Fe,CA,,San Diego,6073,32.997086,-117.19246,707,Solana Beach Elementary School District
63699003955,Carmel Creek Elementary School,public,e,10,.037999999,542,.471304,.0121739,.076521702,.3965219,.041739099,.00173913,4210 Carmel Center Road,San Diego,CA,,San Diego,6073,32.951366,-117.22572,707,Solana Beach Elementary School District
63699006283,Skyline Elementary School,public,"e,m",9,.17399999,499,.72137398,,.20038199,.061068691,.0076335901,.00954198,606 Lomas Santa Fe Drive,Solana Beach,CA,,San Diego,6073,32.99612,-117.26297,707,Solana Beach Elementary School District
63699006284,Solana Vista Elementary School,public,e,9,.2,437,.64329898,.0020618599,.27835101,.037113361,.037113398,,780 Santa Victoria Avenue,Solana Beach,CA,,San Diego,6073,33.004177,-117.25086,707,Solana Beach Elementary School District
63699009196,Solana Highlands Elementary School,public,e,10,.013,558,.521079,.0067453599,.079258002,.33052236,.060708299,.00168634,3520 Long Run Drive,San Diego,CA,,San Diego,6073,32.954288,-117.24018,707,Solana Beach Elementary School District
63699011397,Solana Pacific Elementary School,public,e,10,.052999999,453,.60127902,.0042643901,.040511701,.33262277,.019189799,,3901 Townsgate Drive,San Diego,CA,,San Diego,6073,32.952091,-117.23135,707,Solana Beach Elementary School District
63705006291,Main Street Middle School,public,m,4,.92299998,677,.0188425,.0013459,.95693099,.01480485,.0040376899,.0040376899,441 Main Street,Soledad,CA,,Monterey,6053,36.430325,-121.32589,395,Soledad Unified School District
63705006292,San Vicente Elementary School,public,"p,e,m",4,.95899999,494,.0065502198,,.98908299,.00436681,,,1300 Metz Road,Soledad,CA,,Monterey,6053,36.427094,-121.3181,395,Soledad Unified School District
63705008225,Soledad High School,public,h,4,.87900001,1127,.0308968,.00301432,.93971401,.01883949,.00301432,.00150716,425 Gabilan Drive,Soledad,CA,,Monterey,6053,36.43568,-121.32574,395,Soledad Unified School District
63705008226,Chalone High School,public,h,2,.889,54,.047619,.015873,.936508,,,,690 Main Street,Soledad,CA,,Monterey,6053,36.434971,-121.32378,395,Soledad Unified School District
63705008746,Rose Ferrero Elementary School,public,"e,m",5,.84600002,509,.020942399,.0104712,.95113403,.0122164,,.0017452,400 Entrada Drive,Soledad,CA,,Monterey,6053,36.437794,-121.32482,395,Soledad Unified School District
63705008988,Gabilan Elementary School,public,"e,m",5,.96799999,412,.0024999999,.0024999999,.97250003,.0125,.0024999999,,330 North Walker Drive,Soledad,CA,,Monterey,6053,36.430618,-121.32101,395,Soledad Unified School District
63705010973,Pinnacles High School,public,h,1,.778,29,,,.96296299,.037037,,,690 Main Street,Soledad,CA,,Monterey,6053,36.434971,-121.32378,395,Soledad Unified School District
63705010974,Frank Ledesma Elementary School,public,"e,m",7,.93699998,668,.0108192,.00309119,.96599698,.01391036,.00309119,,973 Vista De Soledad,Soledad,CA,,Monterey,6053,36.436386,-121.33085,395,Soledad Unified School District
63705011698,Jack Franscioni Elementary School,public,"e,m",4,.84899998,506,.049733602,.0071048001,.89697999,.0337478,.0071048001,,779 Orchard Lane,Soledad,CA,,Monterey,6053,36.436901,-121.3159,395,Soledad Unified School District
63705012813,Soledad Transition Center,public,"e,m,h",,0,1,,,1,,,,310 Main Street,Soledad,CA,,Monterey,6053,36.428894,-121.32674,395,Soledad Unified School District
63711006295,Solvang Elementary School,public,"e,m",7,.54500002,598,.4375,.0093750004,.51093799,.0234375,.0015625,.015625,565 Atterdag Road,Solvang,CA,,Santa Barbara,6083,34.597836,-120.14249,576,Solvang Elementary
63714006296,Somis Elementary School,public,"e,m",6,.68000001,253,.33203101,.0117188,.62890601,.0078125,.0195312,,5268 North Street,Somis,CA,,Ventura,6111,34.258842,-118.99755,1026,Somis Union
63714011366,Somis Academy,charter,"e,m,h",,,145,,,,,,,950 Flynn Rd.,Camarillo,CA,,Ventura,6111,34.226715,-119.019,1026,Somis Union
63720002851,Creekside High School,public,h,2,.45500001,40,.33333299,,.63636398,,,,950 Broadway,Sonoma,CA,,Sonoma,6097,38.283836,-122.45899,833,Sonoma Valley Unified School District
63720004112,Sonoma Charter School,charter,"e,m",7,.317,233,.64757699,.030836999,.25991201,.044052862,.0088105705,.0088105705,17202 Sonoma Highway,Sonoma,CA,,Sonoma,6097,38.322807,-122.48736,833,Sonoma Valley Unified School District
63720006298,Altimira Middle School,public,m,3,.71899998,465,.25296399,.0118577,.69960499,.02371544,.00197628,.0039525698,17805 Arnold Drive,Sonoma,CA,,Sonoma,6097,38.312439,-122.4985,833,Sonoma Valley Unified School District
63720006299,Dunbar Elementary School,public,e,3,.70200002,247,.27519399,.0077519398,.66666698,.0271318,.0038759699,.0155039,11700 Dunbar Road,Glen Ellen,CA,,Sonoma,6097,38.382355,-122.52095,833,Sonoma Valley Unified School District
63720006300,El Verano Elementary School,public,e,1,.80800003,430,.176734,.0067114099,.73378098,.020134211,.0067114099,.0044742702,18606 Riverside Drive,Sonoma,CA,,Sonoma,6097,38.306946,-122.48472,833,Sonoma Valley Unified School District
63720006301,Flowery Elementary School,public,e,1,.59399998,339,.25294101,.00294118,.70588201,.00294118,.023529399,.0058823498,17600 Sonoma Highway,Sonoma,CA,,Sonoma,6097,38.317051,-122.48382,833,Sonoma Valley Unified School District
63720006302,Prestwood Elementary School,public,e,5,.333,490,.62557101,.0022831,.294521,.03424662,.029680399,.0022831,343 East Macarthur Street,Sonoma,CA,,Sonoma,6097,38.284111,-122.45259,833,Sonoma Valley Unified School District
63720006303,Sassarini Elementary School,public,e,1,.759,393,.198511,.00496278,.72456598,.02977667,.0124069,.0074441698,652 Fifth Street West,Sonoma,CA,,Sonoma,6097,38.289871,-122.46848,833,Sonoma Valley Unified School District
63720006304,Sonoma Valley High School,public,h,4,.463,1336,.44319001,.0075244498,.510158,.025583105,.00451467,.00376223,20000 Broadway,Sonoma,CA,,Sonoma,6097,38.282932,-122.45913,833,Sonoma Valley Unified School District
63720008649,Gateway School,public,"m,h",,,10,,,,,,,17878 Railroad Avenue,Sonoma,CA,,Sonoma,6097,38.314617,-122.49419,833,Sonoma Valley Unified School District
63720010436,Adele Harrison Middle School,public,m,5,.48199999,449,.43150699,.0022831,.50913203,.03881282,.0091324197,.0068493201,1150 Broadway,Sonoma,CA,,Sonoma,6097,38.281834,-122.45948,833,Sonoma Valley Unified School District
63720011484,Woodland Star Charter School,charter,"e,m",3,.24600001,245,.66666698,.017543901,.25438601,.0043859598,,.0043859598,17811 Arnold Drive,Sonoma,CA,,Sonoma,6097,38.31237,-122.49847,833,Sonoma Valley Unified School District
63723006305,Sonora Elementary School,public,"e,m",7,.47999999,680,.73691899,.0058139502,.156977,.043604668,.036337201,.0174419,830 Greenley Road,Sonora,CA,,Tuolumne,6109,37.979828,-120.37016,944,Sonora Elementary School District
63726006306,Sonora High School,public,h,8,.41100001,1108,.77330703,.0107949,.15112901,.02060844,.0127576,.0274779,430 North Washington Street,Sonora,CA,,Tuolumne,6109,37.992516,-120.38372,943,Sonora Union High School District
63726006307,Dario Cassina High School,public,h,3,.86000001,79,.62790698,.023255801,.25581399,,.023255801,.069767401,251 South Baretta Street,Sonora,CA,,Tuolumne,6109,37.982285,-120.38002,943,Sonora Union High School District
63726007473,Sonora High Community Day School,public,h,,,,,,,,,,251 S. Barretta Street,Sonora,CA,,Tuolumne,6109,37.982529,-120.37998,943,Sonora Union High School District
63726009445,Theodore Bird High School,public,h,7,.53799999,67,.76923102,,.123077,.0153846,.0153846,.061538499,251 South Baretta Street,Sonora,CA,,Tuolumne,6109,37.982475,-120.38008,943,Sonora Union High School District
63729002798,Main Street Elementary School,public,e,7,.226,563,.65408802,.0083857402,.21174,.033542968,.090146802,.0020964399,3400 North Main Street,Soquel,CA,,Santa Cruz,6087,36.99271,-121.95233,671,Soquel Union Elementary
63729006309,New Brighton Middle School,public,m,8,.36300001,494,.56484097,.0014409201,.33573499,.043227639,.048991401,.00576369,250 Washburn Avenue,Capitola,CA,,Santa Cruz,6087,36.977573,-121.94753,671,Soquel Union Elementary
63729006310,Santa Cruz Gardens Elementary School,public,e,6,.38999999,335,.473214,.0119048,.431548,.01488099,.0625,.0059523801,8005 Winkle Avenue,Santa Cruz,CA,,Santa Cruz,6087,37.003372,-121.97652,671,Soquel Union Elementary
63729006311,Soquel Elementary School,public,e,4,.49200001,455,.49227399,.0044150101,.41721901,.017660011,.061810199,.0066225198,2700 Porter Street,Soquel,CA,,Santa Cruz,6087,36.985912,-121.95628,671,Soquel Union Elementary
63729013055,Opal Cliffs,public,"p,e",,.222,,.57777798,,.37777799,,.044444401,,4510 Jade Street,Capitola,CA,,Santa Cruz,6087,36.970264,-121.9599,671,Soquel Union Elementary
63732006312,Soulsbyville Elementary School,public,"e,m",8,.50599998,503,.75387597,.0077519398,.160853,.01550388,.0310078,.0116279,20300 Soulsbyville Road,Soulsbyville,CA,,Tuolumne,6109,37.991856,-120.26405,945,Soulsbyville Elementary
63735006313,Pine Hill Elementary School,public,e,3,.676,259,.55160099,.00711744,.24911,.04982204,.096085399,.0462633,5230 Vance Avenue,Eureka,CA,,Humboldt,6023,40.758724,-124.18111,1048,South Bay Union Elementary
63735006314,South Bay Elementary School,public,"e,m",5,.68300003,174,.54658401,.0124224,.204969,.099378802,.099378899,.0372671,6077 Loma Avenue,Eureka,CA,,Humboldt,6023,40.731064,-124.21321,1048,South Bay Union Elementary
63735011593,Alder Grove Charter School,charter,"e,m,h",3,.63700002,238,.70997,.0120846,.13293099,.0030211499,.111782,.030211501,714 F Street,Eureka,CA,,Humboldt,6023,40.775265,-124.18914,1048,South Bay Union Elementary
63735012891,South Bay Charter,charter,"e,m",,,68,,,,,,,,Eureka,CA,,Humboldt,6023,40.735443,-124.20898,1048,South Bay Union Elementary
63738006315,Bayside Elementary School,public,"e,m",3,.59899998,522,.069097899,.034548901,.829175,.03071015,.032629602,.0019193901,490 Emory Street,Imperial Beach,CA,,San Diego,6073,32.587563,-117.11308,703,South Bay Union Elementary
63738006316,Godfrey G. Berry Elementary School,public,"e,m",3,.51700002,559,.036429901,.034608401,.85428101,.043715879,.0182149,.00182149,2001 Rimbey Street,San Diego,CA,,San Diego,6073,32.56818,-117.08999,703,South Bay Union Elementary
63738006317,Central Elementary School,public,"e,m",2,.59600002,578,.080500901,.033989299,.78354198,.057245079,.037567101,.0071556401,1290 Ebony Avenue,Imperial Beach,CA,,San Diego,6073,32.57753,-117.1059,703,South Bay Union Elementary
63738006318,Emory Elementary School,public,"e,m",4,.764,691,.089743599,.035256401,.697115,.13942339,.035256401,.0032051301,1915 Coronado Avenue,San Diego,CA,,San Diego,6073,32.575665,-117.09161,703,South Bay Union Elementary
63738006320,Imperial Beach Charter School,charter,"e,m",6,.61000001,633,.32785201,.038026702,.543679,.05344294,.029804699,.0061665,650 Imperial Beach Boulevard,Imperial Beach,CA,,San Diego,6073,32.576603,-117.11966,703,South Bay Union Elementary
63738006321,Nestor Language Academy Charter,charter,"e,m",6,.653,863,.032930799,.016465399,.931943,.01207464,.0065861698,,1455 Hollister Street,San Diego,CA,,San Diego,6073,32.570377,-117.08274,703,South Bay Union Elementary
63738006322,George Nicoloff Elementary School,public,"e,m",2,.50099999,830,.0094007105,.012926,.95064598,.022326641,.0035252599,.00117509,1777 Howard Avenue,San Ysidro,CA,,San Diego,6073,32.564247,-117.06665,703,South Bay Union Elementary
63738006323,Oneonta Elementary School,public,"e,m",4,.79900002,506,.10772,.043088,.72172397,.093357258,.030520599,.00179533,1311 Tenth Street,Imperial Beach,CA,,San Diego,6073,32.572712,-117.11219,703,South Bay Union Elementary
63738006324,Howard Pence Elementary School,public,"e,m",3,.52100003,627,.0259542,.0198473,.87480903,.065648846,.0122137,.00152672,877 Via Tonga Court,San Diego,CA,,San Diego,6073,32.578407,-117.06233,703,South Bay Union Elementary
63738006325,Sunnyslope Elementary School,public,"e,m",3,.47,574,.042553201,.017408101,.89168298,.036750481,.0077369399,.00386847,2500 Elm Avenue,San Diego,CA,,San Diego,6073,32.581215,-117.07973,703,South Bay Union Elementary
63738006326,West View Early Learning Center,public,e,,,146,,,,,,,525 Third Street,Imperial Beach,CA,,San Diego,6073,32.586777,-117.12736,703,South Bay Union Elementary
63738008308,Teofilo Mendoza School,public,"e,m",3,.84799999,987,.043832801,.031600401,.845056,.061162081,.0132518,.0050968402,2050 Coronado Avenue,San Diego,CA,,San Diego,6073,32.577499,-117.08954,703,South Bay Union Elementary
63747006331,South Fork Elementary School,public,e,1,.74400002,141,.70676702,,.203008,.0075188,.037594002,.0451128,6401 Fay Ranch Road,Weldon,CA,,Kern,6029,35.666672,-118.29135,236,South Fork Union
63747008704,South Fork Middle School,public,m,4,.81199998,133,.77777803,.0085470099,.17094,,.034187999,.0085470099,5225 Kelso Valley Road,Weldon,CA,,Kern,6029,35.550167,-118.20939,236,South Fork Union
63750006332,Arroyo Vista Elementary School,public,e,9,.13600001,657,.33864,.018813301,.244573,.26338661,.12879901,.0014471801,335 El Centro Street,South Pasadena,CA,,Los Angeles,6037,34.11404,-118.16717,314,South Pasadena Unified
63750006333,Marengo Elementary School,public,e,10,.14,683,.32597399,.0103896,.22987001,.35064891,.079220802,,1400 Marengo Avenue,South Pasadena,CA,,Los Angeles,6037,34.10997,-118.14668,314,South Pasadena Unified
63750006334,Monterey Hills Elementary School,public,e,10,.133,581,.25195599,.0140845,.26604101,.3442879,.118936,.00312989,1624 Via Del Rey,South Pasadena,CA,,Los Angeles,6037,34.104488,-118.16457,314,South Pasadena Unified
63750006337,South Pasadena Middle School,public,m,9,.191,1098,.30615899,.0226449,.242754,.37952909,.037137698,.0063405801,1500 Fair Oaks Avenue,South Pasadena,CA,,Los Angeles,6037,34.107788,-118.15027,314,South Pasadena Unified
63750006338,South Pasadena Senior High School,public,h,9,.197,1562,.298361,.030163901,.241311,.40262339,.021639301,.0032786899,1401 Fremont Avenue,South Pasadena,CA,,Los Angeles,6037,34.109917,-118.15317,314,South Pasadena Unified
63753006339,Alta Loma Middle School,public,m,7,.30899999,789,.107831,.0218229,.41334999,.32990989,.125802,.0012837,116 Romney Avenue,South San Francisco,CA,,San Mateo,6081,37.660545,-122.45067,801,South San Francisco Unified
63753006340,Baden High (Continuation) School,public,h,2,.26699999,128,.059405901,.019802,.76237601,.069306992,.089108899,,825 Southwood Drive,South San Francisco,CA,,San Mateo,6081,37.64967,-122.43506,801,South San Francisco Unified
63753006341,Buri Buri Elementary School,public,e,8,.204,626,.10815,.0094043901,.40752301,.3636364,.111285,,120 El Campo Drive,South San Francisco,CA,,San Mateo,6081,37.656151,-122.44565,801,South San Francisco Unified
63753006342,El Camino High School,public,h,6,.193,1479,.078734897,.024899101,.34926,.28869441,.25773901,.00067294802,1320 Mission Road,South San Francisco,CA,,San Mateo,6081,37.667103,-122.44122,801,South San Francisco Unified
63753006345,Junipero Serra Elementary School,public,e,8,.285,362,.055401701,.0110803,.188366,.63434857,.110803,,151 Victoria Street,Daly City,CA,,San Mateo,6081,37.660286,-122.46919,801,South San Francisco Unified
63753006346,Los Cerritos Elementary School,public,e,5,.56699997,305,.039999999,.02,.716667,.1833334,.039999999,,210 West Orange Avenue,South San Francisco,CA,,San Mateo,6081,37.650963,-122.42745,801,South San Francisco Unified
63753006347,Monte Verde Elementary School,public,e,9,.18799999,537,.096831001,.021126799,.17429601,.51584482,.191901,,2551 Street Cloud Drive,San Bruno,CA,,San Mateo,6081,37.636131,-122.45174,801,South San Francisco Unified
63753006348,Parkway Heights Middle School,public,m,4,.57800001,559,.048986498,.0067567602,.80236501,.086148597,.050675701,.0033783801,650 Sunset Avenue,South San Francisco,CA,,San Mateo,6081,37.662346,-122.42398,801,South San Francisco Unified
63753006349,Ponderosa Elementary School,public,e,8,.25,441,.145455,.0113636,.48863599,.21363629,.13863599,.00227273,295 Ponderosa Road,South San Francisco,CA,,San Mateo,6081,37.646358,-122.43267,801,South San Francisco Unified
63753006351,Skyline Elementary School,public,e,8,.33500001,404,.042216402,.026385199,.155673,.47757229,.29815301,,55 Christen Avenue,Daly City,CA,,San Mateo,6081,37.651718,-122.46534,801,South San Francisco Unified
63753006352,South San Francisco High School,public,h,6,.31099999,1516,.062542498,.016315401,.51801503,.19578519,.206662,.00067981001,400 B Street,South San Francisco,CA,,San Mateo,6081,37.647785,-122.42661,801,South San Francisco Unified
63753006354,Spruce Elementary School,public,e,6,.64200002,683,.0198777,.0076452601,.88073403,.076452613,.0122324,.0030580999,501 Spruce Avenue,South San Francisco,CA,,San Mateo,6081,37.659039,-122.41619,801,South San Francisco Unified
63753006355,Sunshine Gardens Elementary School,public,e,6,.495,394,.0659898,.0101523,.60659897,.22335,.093908601,,1200 Miller Avenue,South San Francisco,CA,,San Mateo,6081,37.665836,-122.43611,801,South San Francisco Unified
63753006356,Westborough Middle School,public,m,7,.31200001,703,.084226601,.027565099,.202144,.35987669,.32618701,,2570 Westborough Boulevard,South San Francisco,CA,,San Mateo,6081,37.644135,-122.461,801,South San Francisco Unified
63753009197,Martin Elementary School,public,e,6,.62599999,405,.0094562601,.0118203,.90070897,.049645402,.021276601,.0070922002,35 School Street,South San Francisco,CA,,San Mateo,6081,37.66367,-122.41016,801,South San Francisco Unified
63753013304,Community Day,public,"m,h",,.5,,,,1,,,,201 West Orange Avenue,South San Francisco,CA,,San Mateo,6081,37.651863,-122.42754,801,South San Francisco Unified
63756006357,Howard J. Mckibben Elementary School,public,"e,m",7,.73400003,483,.0878378,.00225225,.87387401,.03153155,.00225225,.00225225,10550 Mills Avenue,Whittier,CA,,Los Angeles,6037,33.937767,-118.03888,316,South Whittier Elementary
63756006358,Lake Marie Elementary School,public,"e,m",4,.75800002,262,.0189394,.0113636,.94318199,.0265151,,,10001 Carmenita Road,Whittier,CA,,Los Angeles,6037,33.94408,-118.0466,316,South Whittier Elementary
63756006359,Loma Vista Elementary School,public,"e,m",4,.91900003,551,.0211538,.0038461499,.95961499,.0153846,,,13463 East Meyer Road,Whittier,CA,,Los Angeles,6037,33.924366,-118.04476,316,South Whittier Elementary
63756006360,Los Altos Elementary School,public,e,3,.83099997,464,.0294118,.00245098,.94852901,.01470588,,.00490196,12001 Bona Vista Lane,Whittier,CA,,Los Angeles,6037,33.920769,-118.03141,316,South Whittier Elementary
63756006361,Richard L. Graves Middle School,public,m,5,.77700001,749,.0318725,.00132802,.94953501,.017264239,,,13243 East Los Nietos Road,Whittier,CA,,Los Angeles,6037,33.943203,-118.05062,316,South Whittier Elementary
63756007143,Carmela Elementary School,public,"e,m",2,.88,577,.027450999,.0058823498,.96078402,.0058823498,,,13300 Lakeland Road,Whittier,CA,,Los Angeles,6037,33.931702,-118.04879,316,South Whittier Elementary
63756008990,Monte Vista Middle School,public,"e,m",5,.83099997,376,.039877299,.0061349701,.92944801,.02147237,,.0030674799,12000 Loma Drive,Whittier,CA,,Los Angeles,6037,33.921173,-118.03357,316,South Whittier Elementary
63759006363,Agnes J. Johnson  Elementary School,public,e,7,.667,48,.75757599,.030303,.136364,.060605999,,.0151515,73 School Road,Weott,CA,,Humboldt,6023,40.320435,-123.92392,156,Southern Humboldt Joint Unified School District
63759006365,Casterlin Elementary School,public,"e,m",,.44999999,37,.67500001,.025,.175,,.075000003,.050000001,24790 Alderpoint Road,Blocksburg,CA,,Humboldt,6023,40.252033,-123.62413,156,Southern Humboldt Joint Unified School District
63759006366,Osprey Learning Center,public,h,,.667,18,.77777803,.055555601,.055555601,.055555601,.055555601,,159 Orchard Lane,Miranda,CA,,Humboldt,6023,40.234795,-123.82291,156,Southern Humboldt Joint Unified School District
63759006368,Redway Elementary School,public,"e,m",4,.55599999,301,.78395098,.0092592603,.132716,.0092592603,.058642,.00308642,344 Humboldt Avenue,Redway,CA,,Humboldt,6023,40.119381,-123.82417,156,Southern Humboldt Joint Unified School District
63759006369,South Fork Junior - Senior High School,public,"m,h",6,.54000002,279,.71966499,.016736399,.133891,.0292887,.016736399,.079497904,6831 Avenue Of The Giants,Miranda,CA,,Humboldt,6023,40.236969,-123.82416,156,Southern Humboldt Joint Unified School District
63759006370,Whitethorn Elementary School,public,"e,m",2,.28200001,80,.82051301,,.076923102,.0128205,.038461499,.025641,16851 Briceland-Thorn Road,Whitethorn,CA,,Humboldt,6023,40.018723,-123.93775,156,Southern Humboldt Joint Unified School District
63759007879,Ettersburg Elementary,public,e,,,9,,,,,,,4500 Ettersburg Rd.,Garberville,CA,,Humboldt,6023,40.133518,-123.98006,156,Southern Humboldt Joint Unified School District
63759007880,Osprey Learning Center (Alternative),public,"e,m,h",,.333,3,1,,,,,,159 Orchard Lane,Miranda,CA,,Humboldt,6023,40.23481,-123.82292,156,Southern Humboldt Joint Unified School District
63762002045,Abraham Lincoln Alternative School,public,"e,m,h",2,.75,84,.31,.12,.52999997,.0099999998,.0099999998,,3082 Glendower Street,Rosamond,CA,,Kern,6029,34.865067,-118.16927,238,Southern Kern Unified
63762006372,Rare Earth High (Continuation) School,public,h,3,.898,70,.254237,.16949201,.525424,,,.016949199,3082 Glendower Street,Rosamond,CA,,Kern,6029,34.865387,-118.16933,238,Southern Kern Unified
63762006373,Rosamond Elementary School,public,e,2,.838,778,.222992,.14127401,.55263197,.016620491,.029085901,.00277008,1981 Rosamond Boulevard,Rosamond,CA,,Kern,6029,34.864735,-118.16689,238,Southern Kern Unified
63762006374,Rosamond High School,public,h,5,.74800003,772,.30051199,.103581,.52941197,.028133029,.00127877,.0102302,2925 Rosamond Boulevard,Rosamond,CA,,Kern,6029,34.864136,-118.18402,238,Southern Kern Unified
63762006375,Tropico Middle School,public,m,4,.796,651,.29780599,.14733499,.45924801,.021943569,.0078369901,.0125392,3180 Mojave-Tropico Road,Rosamond,CA,,Kern,6029,34.865246,-118.22905,238,Southern Kern Unified
63762011604,Westpark Elementary School,public,e,3,.75199997,721,.37042299,.071831003,.49436599,.021126751,.0239437,.0084507,3600 Imperial Avenue,Rosamond,CA,,Kern,6029,34.849995,-118.19551,238,Southern Kern Unified
63763006376,Hoaglin-Zenia Elementary School,public,"e,m",,.667,9,1,,,,,,Hc 62 Box 54,Zenia,CA,,Trinity,6105,40.188202,-123.4678,1005,Southern Trinity Joint Unified School District
63763006377,Southern Trinity High School,public,h,,.69999999,20,.80000001,,.050000001,,,.15000001,600 Van Duzen Road,Bridgeville,CA,,Humboldt,6023,40.456024,-123.52814,1005,Southern Trinity Joint Unified School District
63763006378,Van Duzen Elementary School,public,"e,m",4,.833,72,.88888901,,.037037,,,.074074097,680 Van Duzen Road,Bridgeville,CA,,Trinity,6105,40.455044,-123.52845,1005,Southern Trinity Joint Unified School District
63763010335,Mt. Lassic High (Continuation) School,public,h,,0,,1,,,,,,600 Van Duzen Road,Bridgeville,CA,,Trinity,6105,40.456512,-123.52895,1005,Southern Trinity Joint Unified School District
63763012463,Southern Trinity Community Day,public,"m,h",,,,,,,,,,600 Van Duzen Rd,Bridgeville,CA,,Trinity,6105,40.456436,-123.52849,1005,Southern Trinity Joint Unified School District
63765006379,Southside Elementary School,public,"e,m",9,.245,,,,.50191599,,,,4991 Southside Road,Hollister,CA,,San Benito,6069,36.806847,-121.36748,588,Southside Elementary
63768006380,Spencer Valley Elementary School,public,"e,m",,.433,30,.76666701,,.033333302,,.166667,.033333302,4414 Highway 78 And 79,Santa Ysabel,CA,,San Diego,6073,33.096561,-116.64555,709,Spencer Valley Elementary
63768010641,California Virtual Academy @ San Diego School,charter,"e,m,h",4,.51899999,2235,.54966003,.093173698,.247816,.0786153,,.0177936,2360 Shasta Way,Simi Valley,CA,,Ventura,6111,34.276215,-118.78873,709,Spencer Valley Elementary
63768013030,California Virtual Academy @ Santa Ysabel,charter,h,,,26,,,,,,,,Simi Valley,CA,,Ventura,6111,34.276382,-118.78859,709,Spencer Valley Elementary
63771006381,Spreckels Elementary School,public,e,7,.13500001,625,.58516002,.0050590201,.27318701,.0472176,.087689698,.00168634,Fourth Street And Hatton Avenue,Spreckels,CA,,Monterey,6053,36.625443,-121.6453,396,Spreckels Union Elementary
63771007565,Buena Vista Middle School,public,m,8,.121,351,.55769199,.0054945098,.30769199,.060439602,.0686813,,18250 Tara Drive,Salinas,CA,,Monterey,6053,36.606644,-121.64816,396,Spreckels Union Elementary
63777006383,Springville Elementary School,public,"e,m",6,.41499999,328,.75850302,.00680272,.170068,.030612299,.00340136,.0306122,35424 Ward Avenue,Springville,CA,,Tulare,6107,36.12941,-118.82279,980,Springville Union Elementary
63783006386,Saint Helena Elementary School,public,e,7,.442,268,.42231101,,.53784901,.0159363,.0119522,.0119522,1325 Adams Street,St. Helena,CA,,Napa,6055,38.503033,-122.47164,451,Saint Helena Unified
